station_id,target_date_local,asof_utc,mu_hat_f,actual_tmax_f,residual_f,abs_residual_f
KNYC,2025-01-01,2024-12-31 12:00:00+00:00,52.37408924904865,51.0,-1.3740892490486516,1.3740892490486516
KNYC,2025-01-02,2025-01-01 12:00:00+00:00,42.34733789755553,43.0,0.6526621024444665,0.6526621024444665
KNYC,2025-01-03,2025-01-02 12:00:00+00:00,39.403717644650676,39.0,-0.4037176446506763,0.4037176446506763
KNYC,2025-01-04,2025-01-03 12:00:00+00:00,34.25869055692504,33.0,-1.258690556925039,1.258690556925039
KNYC,2025-01-05,2025-01-04 12:00:00+00:00,35.702970387471176,33.0,-2.7029703874711757,2.7029703874711757
KNYC,2025-01-06,2025-01-05 12:00:00+00:00,32.1692035817087,30.0,-2.1692035817087003,2.1692035817087003
KNYC,2025-01-07,2025-01-06 12:00:00+00:00,30.289645418082944,33.0,2.7103545819170556,2.7103545819170556
KNYC,2025-01-08,2025-01-07 12:00:00+00:00,25.024849562116188,30.0,4.975150437883812,4.975150437883812
KNYC,2025-01-09,2025-01-08 12:00:00+00:00,33.71949781738146,33.0,-0.719497817381459,0.719497817381459
KNYC,2025-01-10,2025-01-09 12:00:00+00:00,38.81594529302842,39.0,0.18405470697157966,0.18405470697157966
KNYC,2025-01-11,2025-01-10 12:00:00+00:00,35.61972450025705,36.0,0.3802754997429503,0.3802754997429503
KNYC,2025-01-12,2025-01-11 12:00:00+00:00,42.29396358794095,42.0,-0.2939635879409508,0.2939635879409508
KNYC,2025-01-13,2025-01-12 12:00:00+00:00,43.880147908212024,42.0,-1.8801479082120238,1.8801479082120238
KNYC,2025-01-14,2025-01-13 12:00:00+00:00,33.693366057664974,35.0,1.3066339423350257,1.3066339423350257
KNYC,2025-01-15,2025-01-14 12:00:00+00:00,32.339758618787734,32.0,-0.3397586187877337,0.3397586187877337
KNYC,2025-01-16,2025-01-15 12:00:00+00:00,35.56765817028755,30.0,-5.567658170287551,5.567658170287551
KNYC,2025-01-17,2025-01-16 12:00:00+00:00,41.66119753611688,42.0,0.33880246388311974,0.33880246388311974
KNYC,2025-01-18,2025-01-17 12:00:00+00:00,48.309561876568154,46.0,-2.3095618765681536,2.3095618765681536
KNYC,2025-01-19,2025-01-18 12:00:00+00:00,38.76115673570657,41.0,2.238843264293429,2.238843264293429
KNYC,2025-01-20,2025-01-19 12:00:00+00:00,26.456654113957217,26.0,-0.45665411395721733,0.45665411395721733
KNYC,2025-01-21,2025-01-20 12:00:00+00:00,25.39321467464747,19.0,-6.393214674647471,6.393214674647471
KNYC,2025-01-22,2025-01-21 12:00:00+00:00,25.831690177811804,20.0,-5.831690177811804,5.831690177811804
KNYC,2025-01-23,2025-01-22 12:00:00+00:00,32.02098866225061,28.0,-4.020988662250609,4.020988662250609
KNYC,2025-01-24,2025-01-23 12:00:00+00:00,33.66287185625102,33.0,-0.662871856251023,0.662871856251023
KNYC,2025-01-25,2025-01-24 12:00:00+00:00,33.515666664391375,33.0,-0.5156666643913752,0.5156666643913752
KNYC,2025-01-26,2025-01-25 12:00:00+00:00,41.59037584401366,43.0,1.409624155986343,1.409624155986343
KNYC,2025-01-27,2025-01-26 12:00:00+00:00,42.52826170301242,40.0,-2.5282617030124186,2.5282617030124186
KNYC,2025-01-28,2025-01-27 12:00:00+00:00,37.67145940826191,42.0,4.32854059173809,4.32854059173809
KNYC,2025-01-29,2025-01-28 12:00:00+00:00,46.36003077966185,52.0,5.639969220338152,5.639969220338152
KNYC,2025-01-30,2025-01-29 12:00:00+00:00,38.75142159886829,38.0,-0.7514215988682906,0.7514215988682906
KNYC,2025-01-31,2025-01-30 12:00:00+00:00,47.42457672438792,48.0,0.5754232756120814,0.5754232756120814
KNYC,2025-02-01,2025-01-31 12:00:00+00:00,46.43338808258388,48.0,1.5666119174161182,1.5666119174161182
KNYC,2025-02-02,2025-02-01 12:00:00+00:00,37.002169223668446,31.0,-6.002169223668446,6.002169223668446
KNYC,2025-02-03,2025-02-02 12:00:00+00:00,48.792389066097705,49.0,0.2076109339022949,0.2076109339022949
KNYC,2025-02-04,2025-02-03 12:00:00+00:00,48.29324902567918,47.0,-1.2932490256791809,1.2932490256791809
KNYC,2025-02-05,2025-02-04 12:00:00+00:00,35.4011392496597,36.0,0.5988607503403003,0.5988607503403003
KNYC,2025-02-06,2025-02-05 12:00:00+00:00,42.875251612521616,38.0,-4.875251612521616,4.875251612521616
KNYC,2025-02-07,2025-02-06 12:00:00+00:00,41.58279072561487,43.0,1.4172092743851294,1.4172092743851294
KNYC,2025-02-08,2025-02-07 12:00:00+00:00,35.90178827375118,35.0,-0.9017882737511798,0.9017882737511798
KNYC,2025-02-09,2025-02-08 12:00:00+00:00,38.06633596769906,36.0,-2.066335967699061,2.066335967699061
KNYC,2025-02-10,2025-02-09 12:00:00+00:00,34.97158339718845,37.0,2.0284166028115465,2.0284166028115465
KNYC,2025-02-11,2025-02-10 12:00:00+00:00,36.78086567458631,35.0,-1.780865674586309,1.780865674586309
KNYC,2025-02-12,2025-02-11 12:00:00+00:00,37.92545630581008,36.0,-1.92545630581008,1.92545630581008
KNYC,2025-02-13,2025-02-12 12:00:00+00:00,49.72874810967737,46.0,-3.728748109677369,3.728748109677369
KNYC,2025-02-14,2025-02-13 12:00:00+00:00,35.9371472813437,36.0,0.06285271865630193,0.06285271865630193
KNYC,2025-02-15,2025-02-14 12:00:00+00:00,38.86654887317873,35.0,-3.866548873178729,3.866548873178729
KNYC,2025-02-16,2025-02-15 12:00:00+00:00,55.03549951670246,47.0,-8.035499516702458,8.035499516702458
KNYC,2025-02-17,2025-02-16 12:00:00+00:00,36.08870256802257,36.0,-0.08870256802256904,0.08870256802256904
KNYC,2025-02-18,2025-02-17 12:00:00+00:00,27.23455818909065,27.0,-0.23455818909064874,0.23455818909064874
KNYC,2025-02-19,2025-02-18 12:00:00+00:00,28.620235443689012,30.0,1.3797645563109882,1.3797645563109882
KNYC,2025-02-20,2025-02-19 12:00:00+00:00,27.691389572068044,29.0,1.3086104279319564,1.3086104279319564
KNYC,2025-02-21,2025-02-20 12:00:00+00:00,32.930771852597104,36.0,3.069228147402896,3.069228147402896
KNYC,2025-02-22,2025-02-21 12:00:00+00:00,39.07015473743119,39.0,-0.07015473743118861,0.07015473743118861
KNYC,2025-02-23,2025-02-22 12:00:00+00:00,46.678074502756246,46.0,-0.678074502756246,0.678074502756246
KNYC,2025-02-24,2025-02-23 12:00:00+00:00,52.0682235443593,48.0,-4.068223544359299,4.068223544359299
KNYC,2025-02-25,2025-02-24 12:00:00+00:00,55.544758647459595,57.0,1.4552413525404049,1.4552413525404049
KNYC,2025-02-26,2025-02-25 12:00:00+00:00,56.58972003060863,56.0,-0.5897200306086319,0.5897200306086319
KNYC,2025-02-27,2025-02-26 12:00:00+00:00,58.29335984009005,54.0,-4.293359840090048,4.293359840090048
KNYC,2025-02-28,2025-02-27 12:00:00+00:00,49.729872072987746,50.0,0.2701279270122541,0.2701279270122541
KNYC,2025-03-01,2025-02-28 12:00:00+00:00,56.3089135427213,64.0,7.6910864572787005,7.6910864572787005
KNYC,2025-03-02,2025-03-01 12:00:00+00:00,33.916719151741276,34.0,0.08328084825872395,0.08328084825872395
KNYC,2025-03-03,2025-03-02 12:00:00+00:00,38.15331794067506,39.0,0.8466820593249409,0.8466820593249409
KNYC,2025-03-04,2025-03-03 12:00:00+00:00,54.4206067572579,52.0,-2.4206067572579,2.4206067572579
KNYC,2025-03-05,2025-03-04 12:00:00+00:00,57.05611448993614,54.0,-3.0561144899361423,3.0561144899361423
KNYC,2025-03-06,2025-03-05 12:00:00+00:00,56.053944387557856,55.0,-1.0539443875578556,1.0539443875578556
KNYC,2025-03-07,2025-03-06 12:00:00+00:00,52.94246087954761,50.0,-2.9424608795476104,2.9424608795476104
KNYC,2025-03-08,2025-03-07 12:00:00+00:00,45.71999504100994,45.0,-0.7199950410099376,0.7199950410099376
KNYC,2025-03-09,2025-03-08 12:00:00+00:00,52.03684530169669,53.0,0.9631546983033132,0.9631546983033132
KNYC,2025-03-10,2025-03-09 12:00:00+00:00,64.04362743759452,66.0,1.9563725624054769,1.9563725624054769
KNYC,2025-03-11,2025-03-10 12:00:00+00:00,66.66190868260693,65.0,-1.661908682606935,1.661908682606935
KNYC,2025-03-12,2025-03-11 12:00:00+00:00,53.142854712520986,55.0,1.857145287479014,1.857145287479014
KNYC,2025-03-13,2025-03-12 12:00:00+00:00,50.079511492539545,50.0,-0.07951149253954526,0.07951149253954526
KNYC,2025-03-14,2025-03-13 12:00:00+00:00,56.7232206563564,57.0,0.2767793436435966,0.2767793436435966
KNYC,2025-03-15,2025-03-14 12:00:00+00:00,56.474460501990634,49.0,-7.4744605019906345,7.4744605019906345
KNYC,2025-03-16,2025-03-15 12:00:00+00:00,66.30036732151737,61.0,-5.3003673215173706,5.3003673215173706
KNYC,2025-03-17,2025-03-16 12:00:00+00:00,62.60989323430092,59.0,-3.6098932343009196,3.6098932343009196
KNYC,2025-03-18,2025-03-17 12:00:00+00:00,62.699647691361854,61.0,-1.6996476913618537,1.6996476913618537
KNYC,2025-03-19,2025-03-18 12:00:00+00:00,64.26290590530994,63.0,-1.2629059053099354,1.2629059053099354
KNYC,2025-03-20,2025-03-19 12:00:00+00:00,57.007380648084336,52.0,-5.007380648084336,5.007380648084336
KNYC,2025-03-21,2025-03-20 12:00:00+00:00,55.800799460726466,51.0,-4.800799460726466,4.800799460726466
KNYC,2025-03-22,2025-03-21 12:00:00+00:00,61.63763716369193,64.0,2.3623628363080726,2.3623628363080726
KNYC,2025-03-23,2025-03-22 12:00:00+00:00,49.63109499575626,48.0,-1.631094995756257,1.631094995756257
KNYC,2025-03-24,2025-03-23 12:00:00+00:00,54.52727004309182,50.0,-4.527270043091818,4.527270043091818
KNYC,2025-03-25,2025-03-24 12:00:00+00:00,57.657174599237685,58.0,0.34282540076231527,0.34282540076231527
KNYC,2025-03-26,2025-03-25 12:00:00+00:00,50.446581577578826,53.0,2.5534184224211742,2.5534184224211742
KNYC,2025-03-27,2025-03-26 12:00:00+00:00,52.892677814202095,53.0,0.10732218579790498,0.10732218579790498
KNYC,2025-03-28,2025-03-27 12:00:00+00:00,61.22981433933851,63.0,1.7701856606614896,1.7701856606614896
KNYC,2025-03-29,2025-03-28 12:00:00+00:00,80.79345449803796,81.0,0.20654550196204013,0.20654550196204013
KNYC,2025-03-30,2025-03-29 12:00:00+00:00,59.575128266675385,48.0,-11.575128266675385,11.575128266675385
KNYC,2025-03-31,2025-03-30 12:00:00+00:00,74.508363054422,73.0,-1.5083630544220057,1.5083630544220057
KNYC,2025-04-01,2025-03-31 12:00:00+00:00,62.67917050257907,58.0,-4.679170502579069,4.679170502579069
KNYC,2025-04-02,2025-04-01 12:00:00+00:00,47.692418807142154,49.0,1.307581192857846,1.307581192857846
KNYC,2025-04-03,2025-04-02 12:00:00+00:00,74.74405721334449,73.0,-1.7440572133444903,1.7440572133444903
KNYC,2025-04-04,2025-04-03 12:00:00+00:00,68.00978661590958,73.0,4.990213384090424,4.990213384090424
KNYC,2025-04-05,2025-04-04 12:00:00+00:00,57.59798139449639,59.0,1.4020186055036135,1.4020186055036135
KNYC,2025-04-06,2025-04-05 12:00:00+00:00,57.19195179354467,56.0,-1.1919517935446677,1.1919517935446677
KNYC,2025-04-07,2025-04-06 12:00:00+00:00,46.96435050276746,50.0,3.0356494972325407,3.0356494972325407
KNYC,2025-04-08,2025-04-07 12:00:00+00:00,47.28552090384312,45.0,-2.2855209038431212,2.2855209038431212
KNYC,2025-04-09,2025-04-08 12:00:00+00:00,47.803249867538284,49.0,1.196750132461716,1.196750132461716
KNYC,2025-04-10,2025-04-09 12:00:00+00:00,51.707008458570996,51.0,-0.7070084585709964,0.7070084585709964
KNYC,2025-04-11,2025-04-10 12:00:00+00:00,50.341320270445664,46.0,-4.341320270445664,4.341320270445664
KNYC,2025-04-12,2025-04-11 12:00:00+00:00,45.392186799589524,40.0,-5.392186799589524,5.392186799589524
KNYC,2025-04-13,2025-04-12 12:00:00+00:00,56.40851407566524,58.0,1.591485924334762,1.591485924334762
KNYC,2025-04-14,2025-04-13 12:00:00+00:00,67.28117910553073,66.0,-1.2811791055307253,1.2811791055307253
KNYC,2025-04-15,2025-04-14 12:00:00+00:00,67.46502236786688,69.0,1.5349776321331206,1.5349776321331206
KNYC,2025-04-16,2025-04-15 12:00:00+00:00,54.82400975656742,50.0,-4.8240097565674205,4.8240097565674205
KNYC,2025-04-17,2025-04-16 12:00:00+00:00,62.6793950342821,64.0,1.320604965717898,1.320604965717898
KNYC,2025-04-18,2025-04-17 12:00:00+00:00,70.55789892124861,68.0,-2.557898921248608,2.557898921248608
KNYC,2025-04-19,2025-04-18 12:00:00+00:00,82.11622677778297,85.0,2.8837732222170303,2.8837732222170303
KNYC,2025-04-20,2025-04-19 12:00:00+00:00,73.81529380332945,73.0,-0.8152938033294532,0.8152938033294532
KNYC,2025-04-21,2025-04-20 12:00:00+00:00,59.16394408844571,57.0,-2.16394408844571,2.16394408844571
KNYC,2025-04-22,2025-04-21 12:00:00+00:00,79.18237365290771,82.0,2.817626347092286,2.817626347092286
KNYC,2025-04-23,2025-04-22 12:00:00+00:00,78.00503152257592,76.0,-2.005031522575919,2.005031522575919
KNYC,2025-04-24,2025-04-23 12:00:00+00:00,77.75174157210135,77.0,-0.7517415721013521,0.7517415721013521
KNYC,2025-04-25,2025-04-24 12:00:00+00:00,78.55612585806583,77.0,-1.5561258580658262,1.5561258580658262
KNYC,2025-04-26,2025-04-25 12:00:00+00:00,75.97579891435697,74.0,-1.9757989143569716,1.9757989143569716
KNYC,2025-04-27,2025-04-26 12:00:00+00:00,59.921501297124514,59.0,-0.9215012971245145,0.9215012971245145
KNYC,2025-04-28,2025-04-27 12:00:00+00:00,78.88681427349836,76.0,-2.8868142734983593,2.8868142734983593
KNYC,2025-04-29,2025-04-28 12:00:00+00:00,81.21163922179761,79.0,-2.2116392217976113,2.2116392217976113
KNYC,2025-04-30,2025-04-29 12:00:00+00:00,75.61210328344985,73.0,-2.612103283449855,2.612103283449855
KNYC,2025-05-01,2025-04-30 12:00:00+00:00,71.4704590892931,71.0,-0.4704590892931009,0.4704590892931009
KNYC,2025-05-02,2025-05-01 12:00:00+00:00,81.7464699188342,84.0,2.253530081165806,2.253530081165806
KNYC,2025-05-03,2025-05-02 12:00:00+00:00,81.42180912204562,85.0,3.578190877954384,3.578190877954384
KNYC,2025-05-04,2025-05-03 12:00:00+00:00,73.95809252036322,69.0,-4.958092520363223,4.958092520363223
KNYC,2025-05-05,2025-05-04 12:00:00+00:00,66.8090098426207,61.0,-5.809009842620696,5.809009842620696
KNYC,2025-05-06,2025-05-05 12:00:00+00:00,70.80871327598817,64.0,-6.808713275988168,6.808713275988168
KNYC,2025-05-07,2025-05-06 12:00:00+00:00,75.61262846068094,74.0,-1.6126284606809378,1.6126284606809378
KNYC,2025-05-08,2025-05-07 12:00:00+00:00,75.25954955051006,78.0,2.7404504494899413,2.7404504494899413
KNYC,2025-05-09,2025-05-08 12:00:00+00:00,63.91265873474886,60.0,-3.9126587347488595,3.9126587347488595
KNYC,2025-05-10,2025-05-09 12:00:00+00:00,70.66947287695432,72.0,1.3305271230456839,1.3305271230456839
KNYC,2025-05-11,2025-05-10 12:00:00+00:00,76.48683060927698,77.0,0.5131693907230215,0.5131693907230215
KNYC,2025-05-12,2025-05-11 12:00:00+00:00,74.38158448085994,72.0,-2.3815844808599422,2.3815844808599422
KNYC,2025-05-13,2025-05-12 12:00:00+00:00,70.92864843400808,69.0,-1.9286484340080818,1.9286484340080818
KNYC,2025-05-14,2025-05-13 12:00:00+00:00,65.08460477313358,62.0,-3.0846047731335773,3.0846047731335773
KNYC,2025-05-15,2025-05-14 12:00:00+00:00,71.96175258205983,69.0,-2.9617525820598303,2.9617525820598303
KNYC,2025-05-16,2025-05-15 12:00:00+00:00,75.91472456926923,72.0,-3.914724569269225,3.914724569269225
KNYC,2025-05-17,2025-05-16 12:00:00+00:00,82.26645142323409,82.0,-0.26645142323408777,0.26645142323408777
KNYC,2025-05-18,2025-05-17 12:00:00+00:00,72.08908298323553,73.0,0.910917016764472,0.910917016764472
KNYC,2025-05-19,2025-05-18 12:00:00+00:00,70.14758756990177,69.0,-1.1475875699017735,1.1475875699017735
KNYC,2025-05-20,2025-05-19 12:00:00+00:00,66.93292775999494,67.0,0.06707224000506073,0.06707224000506073
KNYC,2025-05-21,2025-05-20 12:00:00+00:00,59.56053378819847,59.0,-0.5605337881984696,0.5605337881984696
KNYC,2025-05-22,2025-05-21 12:00:00+00:00,55.285739121398485,51.0,-4.2857391213984855,4.2857391213984855
KNYC,2025-05-23,2025-05-22 12:00:00+00:00,62.79642087274691,63.0,0.2035791272530929,0.2035791272530929
KNYC,2025-05-24,2025-05-23 12:00:00+00:00,61.89854691136192,64.0,2.101453088638081,2.101453088638081
KNYC,2025-05-25,2025-05-24 12:00:00+00:00,69.06595438311277,66.0,-3.065954383112768,3.065954383112768
KNYC,2025-05-26,2025-05-25 12:00:00+00:00,72.4191660198791,73.0,0.5808339801209002,0.5808339801209002
KNYC,2025-05-27,2025-05-26 12:00:00+00:00,74.36662027706272,74.0,-0.36662027706272227,0.36662027706272227
KNYC,2025-05-28,2025-05-27 12:00:00+00:00,69.74970214421907,65.0,-4.749702144219071,4.749702144219071
KNYC,2025-05-29,2025-05-28 12:00:00+00:00,71.81277861949147,67.0,-4.812778619491468,4.812778619491468
KNYC,2025-05-30,2025-05-29 12:00:00+00:00,76.18524839030913,75.0,-1.1852483903091269,1.1852483903091269
KNYC,2025-05-31,2025-05-30 12:00:00+00:00,70.49137468458098,67.0,-3.4913746845809754,3.4913746845809754
