cutoff,model_id,model_family,scope,n,mae,rmse,median_abs_error,bias,p80_abs_error,p90_abs_error,p95_abs_error,max_abs_error,first_date,last_date
23:59,A2_residual_shrinkage,ablation,official_rows_only,4747,0.9216066007226759,1.1826760995241477,0.7372210878929693,0.012704769322469249,1.477812449139664,1.9641225406986251,2.3954636051070834,4.403362920320813,2011-01-01,2023-12-31
23:59,A9_analog_residual,ablation,official_rows_only,4747,0.921609014338588,1.1831680264312898,0.7376937172106963,-0.03483060388574233,1.4789308217770651,1.962073373323128,2.40810641898608,4.402661223799544,2011-01-01,2023-12-31
23:59,A3_latest_only_residual_lgbm,ablation,official_rows_only,4747,0.9218677178518591,1.183371254031539,0.7390291992020543,-0.03852181776631542,1.4828884348789764,1.9742618204537936,2.4085546667166833,4.435189167117883,2011-01-01,2023-12-31
23:59,A8_latest_regime_interactions_lgbm,ablation,official_rows_only,4747,0.9250616591041392,1.187079626465739,0.7453862955331765,-0.09204206213117747,1.4827744700194394,1.9814130708432294,2.411978739086967,4.451589167117884,2011-01-01,2023-12-31
23:59,A1_raw_official,ablation,official_rows_only,4747,0.9274910469770383,1.1915190793489194,0.7000000000000028,-0.12285654097324625,1.5,2.0,2.3999999999999986,4.5,2011-01-01,2023-12-31
23:59,A10_full_stack,ablation,official_rows_only,4747,0.9281406615506101,1.1907656009269159,0.7377577734123193,-0.017041173976655385,1.4882950967958564,1.9738877016119056,2.429346618961087,4.298346788216367,2011-01-01,2023-12-31
23:59,A4_latest_plus_revision_residual_lgbm,ablation,official_rows_only,4747,0.9366032636015762,1.2016959752589356,0.7583538340534233,0.0016889972683686466,1.5064012632035872,1.983816599013983,2.469501649767611,4.433244907292551,2011-01-01,2023-12-31
23:59,A6_latest_plus_target_history_lgbm,ablation,official_rows_only,4747,0.9366032636015762,1.2016959752589356,0.7583538340534233,0.0016889972683686466,1.5064012632035872,1.983816599013983,2.469501649767611,4.433244907292551,2011-01-01,2023-12-31
23:59,A7_latest_plus_climate_lgbm,ablation,official_rows_only,4747,0.9376335520046852,1.2028202486298558,0.7538246432605078,-0.03565399641068464,1.5010875524182563,1.978340668910927,2.460175732661286,4.464371018477401,2011-01-01,2023-12-31
23:59,A5_latest_plus_residual_history_lgbm,ablation,official_rows_only,4747,0.940085395817111,1.2059057076823632,0.7555346025997309,-0.03739499341414273,1.5049080918945885,1.9862259690382944,2.4693867353778134,4.498581242588351,2011-01-01,2023-12-31
21:00,A2_residual_shrinkage,ablation,official_rows_only,4321,0.9502003814518755,1.2129269911066347,0.7654455430285836,0.0017767171157491864,1.5260736179034033,2.0214454078700825,2.4468398046748163,4.399050704547253,2011-01-01,2023-12-31
21:00,A9_analog_residual,ablation,official_rows_only,4321,0.9515389249570207,1.2144581800298266,0.7673425766591819,-0.04195565482047104,1.5303256171731476,2.0314167444912314,2.4550417541371665,4.404962344504327,2011-01-01,2023-12-31
21:00,A3_latest_only_residual_lgbm,ablation,official_rows_only,4321,0.9515776032835225,1.2141962656801586,0.7720607380012936,-0.04753689301993578,1.521723160290719,2.016473053748779,2.437872573711239,4.435848166298392,2011-01-01,2023-12-31
21:00,A8_latest_regime_interactions_lgbm,ablation,official_rows_only,4321,0.9552695370773245,1.218092554123895,0.7733308470119162,-0.1018569115341686,1.5336524389378283,2.0278163407375054,2.4474866971534652,4.452248166298389,2011-01-01,2023-12-31
21:00,A10_full_stack,ablation,official_rows_only,4321,0.9572806701214537,1.2218391555639105,0.7687896441095141,-0.02611997840229962,1.535074398683303,2.0230832475996543,2.470390972194526,4.412755193101873,2011-01-01,2023-12-31
18:00,A2_residual_shrinkage,ablation,official_rows_only,4286,0.9573586686010545,1.2207018031783312,0.77703610146561,-0.010583772262922052,1.5338804672073678,2.031840516495148,2.460074857178526,4.414668451286165,2011-01-01,2023-12-31
