source,provider,product,frame_time_hkt,observed_at_utc,availability_proxy_utc,availability_proxy_method,native_issue_metadata_status,envf_query_url,display_large_image_url,display_image_url,envf_temp_image_path,frame_index_in_chunk,image_fetch_status,image_fetch_error,image_sha256,image_bytes,image_width,image_height,pixel_count,rgb_r_mean,rgb_g_mean,rgb_b_mean,rgb_brightness_mean,rgb_saturation_mean,dark_pixel_fraction,rain_colored_pixel_fraction,rain_blue_fraction,rain_cyan_fraction,rain_green_fraction,rain_yellow_fraction,rain_orange_fraction,rain_red_fraction,rain_purple_fraction,rain_intensity_proxy
envf_hkust_hko_radar,HKUST ENVF mirror of HKO radar imagery,hko_radar_image,2026-07-06T08:00:00+08:00,2026-07-06T00:00:00Z,2026-07-06T00:30:00Z,historical_display_proxy_observed_at_plus_30m,not_native_exact_vintage,https://envf.ust.hk/dataview/hko_radar/current/index.py?year__int=2026&month__int=7&day__int=6&hour__int=8&npics__int=72&interval__float=0.2&display=Search,https://envf.ust.hk/dataview/hko_radar/current/display_large_image.py?imagef=/tmp/ImgUtil-image_link-1783515807.1177430152893066406250-2944017-143.png&datetime=2026/07/06 08:00,https://envf.ust.hk/dataview/hko_radar/current/inc/display_image.py?imgfile=%2Ftmp%2Fhko_radar-4.0-1783515807.0776100158691406250000-2944017-142.png&resize__int=30&keepit__int=0,/tmp/ImgUtil-image_link-1783515807.1177430152893066406250-2944017-143.png,71,ok,,567dc76774c017ad1d35efa4c53086e00755163a16af19e10d0d7074be15d035,57675,210,144,30240,127.6250992063492,118.21798941798941,126.7129298941799,124.18533950617285,67.48088624338624,0.12017195767195767,0.7209986772486773,0.38386243386243385,0.024239417989417988,0.018287037037037036,0.2645171957671958,0.2747354497354497,0.26259920634920636,0.0036044973544973546,3.0511011904761904
envf_hkust_hko_radar,HKUST ENVF mirror of HKO radar imagery,hko_radar_image,2026-07-06T08:12:00+08:00,2026-07-06T00:12:00Z,2026-07-06T00:42:00Z,historical_display_proxy_observed_at_plus_30m,not_native_exact_vintage,https://envf.ust.hk/dataview/hko_radar/current/index.py?year__int=2026&month__int=7&day__int=6&hour__int=8&npics__int=72&interval__float=0.2&display=Search,https://envf.ust.hk/dataview/hko_radar/current/display_large_image.py?imagef=/tmp/ImgUtil-image_link-1783515807.0406301021575927734375-2944017-141.png&datetime=2026/07/06 08:12,https://envf.ust.hk/dataview/hko_radar/current/inc/display_image.py?imgfile=%2Ftmp%2Fhko_radar-4.0-1783515807.0114080905914306640625-2944017-140.png&resize__int=30&keepit__int=0,/tmp/ImgUtil-image_link-1783515807.0406301021575927734375-2944017-141.png,70,ok,,bcb249b5f25683fa0e199ee5e9a4872a2c444ce12515cb460bd0bc34a779d8fe,57927,210,144,30240,127.25638227513228,118.22804232804233,126.84613095238095,124.11018518518519,67.25833333333334,0.12056878306878308,0.7197420634920635,0.3845899470899471,0.02414021164021164,0.019775132275132275,0.2615079365079365,0.2701388888888889,0.25830026455026456,0.0036044973544973546,3.0148115079365083
envf_hkust_hko_radar,HKUST ENVF mirror of HKO radar imagery,hko_radar_image,2026-07-06T08:24:00+08:00,2026-07-06T00:24:00Z,2026-07-06T00:54:00Z,historical_display_proxy_observed_at_plus_30m,not_native_exact_vintage,https://envf.ust.hk/dataview/hko_radar/current/index.py?year__int=2026&month__int=7&day__int=6&hour__int=8&npics__int=72&interval__float=0.2&display=Search,https://envf.ust.hk/dataview/hko_radar/current/display_large_image.py?imagef=/tmp/ImgUtil-image_link-1783515806.9688689708709716796875-2944017-139.png&datetime=2026/07/06 08:24,https://envf.ust.hk/dataview/hko_radar/current/inc/display_image.py?imgfile=%2Ftmp%2Fhko_radar-4.0-1783515806.9311749935150146484375-2944017-138.png&resize__int=30&keepit__int=0,/tmp/ImgUtil-image_link-1783515806.9688689708709716796875-2944017-139.png,69,ok,,b48a3c1e4dcf5cdcc069b702ae29e7f0740f45b2b99459c6a3f4129e2412af42,57961,210,144,30240,126.98902116402117,118.17113095238095,127.16339285714285,124.10784832451498,67.22781084656084,0.12083333333333333,0.7179232804232805,0.3874669312169312,0.02619047619047619,0.018022486772486773,0.2586309523809524,0.2685846560846561,0.2577380952380952,0.0036375661375661374,3.002903439153439
envf_hkust_hko_radar,HKUST ENVF mirror of HKO radar imagery,hko_radar_image,2026-07-06T08:36:00+08:00,2026-07-06T00:36:00Z,2026-07-06T01:06:00Z,historical_display_proxy_observed_at_plus_30m,not_native_exact_vintage,https://envf.ust.hk/dataview/hko_radar/current/index.py?year__int=2026&month__int=7&day__int=6&hour__int=8&npics__int=72&interval__float=0.2&display=Search,https://envf.ust.hk/dataview/hko_radar/current/display_large_image.py?imagef=/tmp/ImgUtil-image_link-1783515806.9014570713043212890625-2944017-137.png&datetime=2026/07/06 08:36,https://envf.ust.hk/dataview/hko_radar/current/inc/display_image.py?imgfile=%2Ftmp%2Fhko_radar-4.0-1783515806.8545629978179931640625-2944017-136.png&resize__int=30&keepit__int=0,/tmp/ImgUtil-image_link-1783515806.9014570713043212890625-2944017-137.png,68,ok,,be8621959ecfc447946cd440d398219e5a328786c0bb7fb5342192c53d083d61,57780,210,144,30240,126.44857804232804,118.02936507936508,127.00747354497355,123.82847222222222,67.25006613756614,0.12080026455026455,0.7176917989417989,0.3875,0.026884920634920637,0.019642857142857142,0.25578703703703703,0.2654431216931217,0.2540674603174603,0.0036044973544973546,2.9745304232804237
envf_hkust_hko_radar,HKUST ENVF mirror of HKO radar imagery,hko_radar_image,2026-07-06T08:48:00+08:00,2026-07-06T00:48:00Z,2026-07-06T01:18:00Z,historical_display_proxy_observed_at_plus_30m,not_native_exact_vintage,https://envf.ust.hk/dataview/hko_radar/current/index.py?year__int=2026&month__int=7&day__int=6&hour__int=8&npics__int=72&interval__float=0.2&display=Search,https://envf.ust.hk/dataview/hko_radar/current/display_large_image.py?imagef=/tmp/ImgUtil-image_link-1783515806.7937629222869873046875-2944017-135.png&datetime=2026/07/06 08:48,https://envf.ust.hk/dataview/hko_radar/current/inc/display_image.py?imgfile=%2Ftmp%2Fhko_radar-4.0-1783515806.7681529521942138671875-2944017-134.png&resize__int=30&keepit__int=0,/tmp/ImgUtil-image_link-1783515806.7937629222869873046875-2944017-135.png,67,ok,,62c12801485ee111b9916a12f2414c2028864a53a749630390fc93aa55485f16,58141,210,144,30240,126.0625,117.99222883597884,127.13045634920636,123.7283950617284,67.14553571428571,0.12080026455026455,0.7178902116402116,0.388723544973545,0.028935185185185185,0.02060185185185185,0.2542989417989418,0.263260582010582,0.2515542328042328,0.0036044973544973546,2.959087301587302
envf_hkust_hko_radar,HKUST ENVF mirror of HKO radar imagery,hko_radar_image,2026-07-06T09:00:00+08:00,2026-07-06T01:00:00Z,2026-07-06T01:30:00Z,historical_display_proxy_observed_at_plus_30m,not_native_exact_vintage,https://envf.ust.hk/dataview/hko_radar/current/index.py?year__int=2026&month__int=7&day__int=6&hour__int=8&npics__int=72&interval__float=0.2&display=Search,https://envf.ust.hk/dataview/hko_radar/current/display_large_image.py?imagef=/tmp/ImgUtil-image_link-1783515806.7405779361724853515625-2944017-133.png&datetime=2026/07/06 09:00,https://envf.ust.hk/dataview/hko_radar/current/inc/display_image.py?imgfile=%2Ftmp%2Fhko_radar-4.0-1783515806.7132461071014404296875-2944017-132.png&resize__int=30&keepit__int=0,/tmp/ImgUtil-image_link-1783515806.7405779361724853515625-2944017-133.png,66,ok,,4679f403cfb027f85f9d746a8298281a91f93050b3b9835e5e2e591d1ee3065c,58287,210,144,30240,125.41448412698412,117.7775462962963,126.95552248677248,123.38251763668431,67.27734788359788,0.12159391534391534,0.7180555555555556,0.3898478835978836,0.030952380952380953,0.02175925925925926,0.2529100529100529,0.25992063492063494,0.24871031746031746,0.0036044973544973546,2.939064153439154
envf_hkust_hko_radar,HKUST ENVF mirror of HKO radar imagery,hko_radar_image,2026-07-06T09:12:00+08:00,2026-07-06T01:12:00Z,2026-07-06T01:42:00Z,historical_display_proxy_observed_at_plus_30m,not_native_exact_vintage,https://envf.ust.hk/dataview/hko_radar/current/index.py?year__int=2026&month__int=7&day__int=6&hour__int=8&npics__int=72&interval__float=0.2&display=Search,https://envf.ust.hk/dataview/hko_radar/current/display_large_image.py?imagef=/tmp/ImgUtil-image_link-1783515806.6849379539489746093750-2944017-131.png&datetime=2026/07/06 09:12,https://envf.ust.hk/dataview/hko_radar/current/inc/display_image.py?imgfile=%2Ftmp%2Fhko_radar-4.0-1783515806.6562170982360839843750-2944017-130.png&resize__int=30&keepit__int=0,/tmp/ImgUtil-image_link-1783515806.6849379539489746093750-2944017-131.png,65,ok,,185869c7d21b6a70023b06ce4f82daaa60227ab943f69f6290ccdd3521cd355c,58411,210,144,30240,124.95813492063492,117.61686507936508,126.90641534391534,123.1604717813051,67.24570105820106,0.12251984126984126,0.7172619047619048,0.3909060846560847,0.03115079365079365,0.02242063492063492,0.25052910052910055,0.25763888888888886,0.2457010582010582,0.0036044973544973546,2.916193783068783
envf_hkust_hko_radar,HKUST ENVF mirror of HKO radar imagery,hko_radar_image,2026-07-06T09:24:00+08:00,2026-07-06T01:24:00Z,2026-07-06T01:54:00Z,historical_display_proxy_observed_at_plus_30m,not_native_exact_vintage,https://envf.ust.hk/dataview/hko_radar/current/index.py?year__int=2026&month__int=7&day__int=6&hour__int=8&npics__int=72&interval__float=0.2&display=Search,https://envf.ust.hk/dataview/hko_radar/current/display_large_image.py?imagef=/tmp/ImgUtil-image_link-1783515806.6315610408782958984375-2944017-129.png&datetime=2026/07/06 09:24,https://envf.ust.hk/dataview/hko_radar/current/inc/display_image.py?imgfile=%2Ftmp%2Fhko_radar-4.0-1783515806.6049950122833251953125-2944017-128.png&resize__int=30&keepit__int=0,/tmp/ImgUtil-image_link-1783515806.6315610408782958984375-2944017-129.png,64,ok,,788291651f0047b67d4aaa2c0e890aa4d2ebd0fbd32047ce323126e8243d0524,58764,210,144,30240,124.57867063492064,117.65059523809524,127.24887566137566,123.15938051146384,66.9412037037037,0.12185846560846561,0.7148809523809524,0.3925925925925926,0.03419312169312169,0.02208994708994709,0.2453042328042328,0.2528769841269841,0.241005291005291,0.0036044973544973546,2.8738855820105824
envf_hkust_hko_radar,HKUST ENVF mirror of HKO radar imagery,hko_radar_image,2026-07-06T09:36:00+08:00,2026-07-06T01:36:00Z,2026-07-06T02:06:00Z,historical_display_proxy_observed_at_plus_30m,not_native_exact_vintage,https://envf.ust.hk/dataview/hko_radar/current/index.py?year__int=2026&month__int=7&day__int=6&hour__int=8&npics__int=72&interval__float=0.2&display=Search,https://envf.ust.hk/dataview/hko_radar/current/display_large_image.py?imagef=/tmp/ImgUtil-image_link-1783515806.5802960395812988281250-2944017-127.png&datetime=2026/07/06 09:36,https://envf.ust.hk/dataview/hko_radar/current/inc/display_image.py?imgfile=%2Ftmp%2Fhko_radar-4.0-1783515806.5551230907440185546875-2944017-126.png&resize__int=30&keepit__int=0,/tmp/ImgUtil-image_link-1783515806.5802960395812988281250-2944017-127.png,63,ok,,5e216d9f6f1805b7ff5dd5dc9114618b878dd61b5c19dd629106f74150ffb448,59015,210,144,30240,123.60393518518518,117.51223544973546,127.17840608465609,122.76485890652557,67.20446428571428,0.12179232804232805,0.7171626984126984,0.39467592592592593,0.0373015873015873,0.02490079365079365,0.24262566137566138,0.24917328042328044,0.23703703703703705,0.0036044973544973546,2.8500562169312174
envf_hkust_hko_radar,HKUST ENVF mirror of HKO radar imagery,hko_radar_image,2026-07-06T09:48:00+08:00,2026-07-06T01:48:00Z,2026-07-06T02:18:00Z,historical_display_proxy_observed_at_plus_30m,not_native_exact_vintage,https://envf.ust.hk/dataview/hko_radar/current/index.py?year__int=2026&month__int=7&day__int=6&hour__int=8&npics__int=72&interval__float=0.2&display=Search,https://envf.ust.hk/dataview/hko_radar/current/display_large_image.py?imagef=/tmp/ImgUtil-image_link-1783515806.5267860889434814453125-2944017-125.png&datetime=2026/07/06 09:48,https://envf.ust.hk/dataview/hko_radar/current/inc/display_image.py?imgfile=%2Ftmp%2Fhko_radar-4.0-1783515806.5022869110107421875000-2944017-124.png&resize__int=30&keepit__int=0,/tmp/ImgUtil-image_link-1783515806.5267860889434814453125-2944017-125.png,62,ok,,053770acc7ecae7c41e5eb691d29e734638b9326e84d8c51104fa06e861a9595,59166,210,144,30240,123.56537698412698,117.6842261904762,127.33617724867725,122.86192680776016,67.14798280423281,0.1222883597883598,0.714318783068783,0.39408068783068784,0.03869047619047619,0.024933862433862433,0.24166666666666667,0.24781746031746033,0.23607804232804233,0.0036044973544973546,2.8406117724867728
