cutoff_profile,model_id,model_family,n_scored,mae,rmse,median_absolute_error,bias,p80_absolute_error,p90_absolute_error,p95_absolute_error,max_absolute_error,mean_prediction,mean_actual,mean_anchor_forecast,scope
tminus1_2359,A0_raw_official,baseline,5629,0.9308580564931607,1.1957569920989344,0.7000000000000028,-0.1229348019186356,1.5,2.0,2.3999999999999986,8.6,26.48001421211583,26.602949014034465,26.48001421211583,overall
tminus1_2359,A1_grouped_residual,grouped_residual,5629,0.9247936730102916,1.1868376798298157,0.7427502705527012,0.014988545429551602,1.4883021808247636,1.9500088642676863,2.3856234967646395,8.83378546930714,26.617937559464018,26.602949014034465,26.48001421211583,overall
tminus1_2359,A2_revision_residual_lgbm,ablation_lgbm,5629,0.9143667376896086,1.1769806684835462,0.7339930437927329,0.021102724256183304,1.4743490065433493,1.9553826981810651,2.377457039810412,8.730591372422412,26.624051738290643,26.602949014034465,26.48001421211583,overall
tminus1_2359,A3_hko_hourly_state_residual_lgbm,ablation_lgbm,5629,0.9007540909458752,1.1593635787143224,0.7300637481504424,0.01198573394342876,1.4520713884346053,1.930084978989446,2.326323437935504,8.115805377994901,26.614934747977898,26.602949014034465,26.48001421211583,overall
tminus1_2359,A4_network_gradients_residual_lgbm,ablation_lgbm,5629,0.9012355649059806,1.1574784044909472,0.7249018964082197,0.02186152415388391,1.4520975215403276,1.917685374576414,2.318104981765665,8.233601160161092,26.62481053818835,26.602949014034465,26.48001421211583,overall
tminus1_2359,A5_text_warning_residual_lgbm,ablation_lgbm,5629,0.9019104725593118,1.1581035528487473,0.7330897292446821,0.02099708117754585,1.449878337074809,1.9061556262801704,2.3361559021963925,8.189127588577412,26.623946095212006,26.602949014034465,26.48001421211583,overall
tminus1_2359,A6_target_memory_residual_lgbm,ablation_lgbm,5629,0.9006302856004468,1.1583178755033594,0.72890312951073,0.02179138248231632,1.4557269927610321,1.9063401218699518,2.330530065681062,8.246808048127383,26.62474039651678,26.602949014034465,26.48001421211583,overall
tminus1_2359,A7_final_residual_ensemble,final_residual_ensemble,5629,0.8986654294414583,1.154087731949867,0.7312516838902781,-0.00048642663670142263,1.4512439685960263,1.9042251422766299,2.315997566243707,7.769879133313763,26.602462587397763,26.602949014034465,26.48001421211583,overall
tminus1_2359,A8_direct_lgbm_absolute,direct_diagnostic,5629,0.9490681602384677,1.217215742395577,0.769669964454998,-0.004586455212654607,1.5396465872243414,1.9987475817865998,2.3543315989544245,8.43206860097291,26.598362558821808,26.602949014034465,26.48001421211583,overall
tminus1_2359,B0_climatology_persistence,baseline,5629,1.9051003730680407,2.4065583874777836,1.5999999999999979,-0.42635103926096984,2.9500000000000006,3.9019999999999992,4.759999999999998,10.479999999999999,26.176597974773497,26.602949014034465,26.48001421211583,overall
