cutoff,model_id,model_family,scope,n,mae,rmse,median_abs_error,bias,p80_abs_error,p90_abs_error,p95_abs_error,max_abs_error,first_date,last_date
23:59,B3_grouped_residual_shrinkage,baseline,official_rows_only,4747,0.9216066007226759,1.1826760995241477,0.7372210878929693,0.012704769322469249,1.477812449139664,1.9641225406986251,2.3954636051070834,4.403362920320813,2011-01-01,2023-12-31
23:59,B2_monthly_residual_shrinkage,baseline,official_rows_only,4747,0.9238039137951718,1.1856350109952931,0.7367567041384575,0.02158122117397916,1.4911231513664553,1.977063992082117,2.3970529778294605,4.477271480197654,2011-01-01,2023-12-31
23:59,B1_raw_official_latest,baseline,official_rows_only,4747,0.9274910469770383,1.1915190793489194,0.7000000000000028,-0.12285654097324625,1.5,2.0,2.3999999999999986,4.5,2011-01-01,2023-12-31
21:00,B3_grouped_residual_shrinkage,baseline,official_rows_only,4321,0.9502003814518755,1.2129269911066347,0.7654455430285836,0.0017767171157491864,1.5260736179034033,2.0214454078700825,2.4468398046748163,4.399050704547253,2011-01-01,2023-12-31
21:00,B2_monthly_residual_shrinkage,baseline,official_rows_only,4321,0.9517855009560289,1.21564115639363,0.7652177200957695,0.011680551474872921,1.5224306764466604,2.008788177490466,2.4509723474792615,4.498678593129789,2011-01-01,2023-12-31
18:00,B3_grouped_residual_shrinkage,baseline,official_rows_only,4286,0.9573586686010545,1.2207018031783312,0.77703610146561,-0.010583772262922052,1.5338804672073678,2.031840516495148,2.460074857178526,4.414668451286165,2011-01-01,2023-12-31
17:00,B3_grouped_residual_shrinkage,baseline,official_rows_only,4274,0.9576336484223348,1.2212048301572926,0.7776537653385382,-0.012420929851937853,1.5342299704807858,2.0310348055029332,2.4602647498893426,4.417751092620506,2011-01-01,2023-12-31
21:00,B1_raw_official_latest,baseline,official_rows_only,4321,0.9579958342976163,1.2229474867822347,0.8000000000000007,-0.1290673455218699,1.5,2.0,2.3999999999999986,4.5,2011-01-01,2023-12-31
18:00,B2_monthly_residual_shrinkage,baseline,official_rows_only,4286,0.9588017690248719,1.2233152709648878,0.7744220828578392,-0.0015463993267191762,1.5385528844969052,2.03669369174352,2.4603629189133533,4.538888843622775,2011-01-01,2023-12-31
17:00,B2_monthly_residual_shrinkage,baseline,official_rows_only,4274,0.9590942277053015,1.2238676912370294,0.7749789628029315,-0.003906239432902196,1.5406979600966615,2.037438237452065,2.465080412582003,4.545932459716113,2011-01-01,2023-12-31
18:00,B1_raw_official_latest,baseline,official_rows_only,4286,0.9647223518432105,1.2310760727023389,0.8000000000000007,-0.13047130191320577,1.5,2.0,2.5,4.5,2011-01-01,2023-12-31
17:00,B1_raw_official_latest,baseline,official_rows_only,4274,0.9650444548432383,1.2316258357735421,0.8000000000000007,-0.13149274684136641,1.5,2.0,2.5,4.5,2011-01-01,2023-12-31
17:00,B4_direct_no_official_huber,baseline_direct_fallback,official_rows_only,4274,1.8528416357262945,2.313017224526214,1.5852810745474688,-0.45098363179438505,2.899030657454585,3.7712254320950627,4.477213769463065,8.992122957687474,2011-01-01,2023-12-31
21:00,B4_direct_no_official_huber,baseline_direct_fallback,official_rows_only,4321,1.8541595724015223,2.3140189662628705,1.5879132104454712,-0.44826314679729445,2.9023245300666147,3.7712895949551317,4.486515151515153,8.992122957687474,2011-01-01,2023-12-31
18:00,B4_direct_no_official_huber,baseline_direct_fallback,official_rows_only,4286,1.8548967175913338,2.315192281533486,1.5872546082949288,-0.4482529985874762,2.902422287390028,3.772665432944173,4.48464854768887,8.992122957687474,2011-01-01,2023-12-31
17:00,B5_direct_no_official_lgbm_l1,baseline_direct_fallback,official_rows_only,4274,1.8787329155830015,2.334573126744118,1.6245131749970447,-0.6179984245394439,2.91347456818621,3.7794190220174095,4.5109478145510415,8.889824106602063,2011-01-01,2023-12-31
21:00,B5_direct_no_official_lgbm_l1,baseline_direct_fallback,official_rows_only,4321,1.8791689362803377,2.334230459403987,1.625676828547796,-0.6141682255080926,2.913279193497523,3.7807555043522783,4.514638504864315,8.889824106602063,2011-01-01,2023-12-31
18:00,B5_direct_no_official_lgbm_l1,baseline_direct_fallback,official_rows_only,4286,1.8803195939788677,2.335987350223569,1.6261338704669228,-0.6151706113852504,2.9143227202904676,3.7814613941170503,4.5137330330959395,8.889824106602063,2011-01-01,2023-12-31
23:59,B4_direct_no_official_huber,baseline_direct_fallback,official_rows_only,4747,1.8842744739352144,2.361795151126128,1.605603929177775,-0.39208610842995684,2.9248019408988277,3.814516267915359,4.643238806607684,10.513049466438579,2011-01-01,2023-12-31
23:59,B5_direct_no_official_lgbm_l1,baseline_direct_fallback,official_rows_only,4747,1.9022526603232504,2.3722181356475254,1.6455089386354693,-0.5518156239081766,2.933686082086618,3.82242491272169,4.609560586277522,9.97594071768608,2011-01-01,2023-12-31
17:00,B0_yearsafe_doy_climatology,baseline,official_rows_only,4274,2.06020648355744,2.568817312176392,1.7611395511921426,-0.6649933678422959,3.2276083617177607,4.158906685795064,5.0664893246692975,10.316862170087974,2011-01-01,2023-12-31
18:00,B0_yearsafe_doy_climatology,baseline,official_rows_only,4286,2.062408288931968,2.5708676087103317,1.7625806451612913,-0.6629579969451488,3.232404692082117,4.175315304390004,5.0668347810231085,10.316862170087974,2011-01-01,2023-12-31
21:00,B0_yearsafe_doy_climatology,baseline,official_rows_only,4321,2.063844957118438,2.572093323636557,1.7634408602150522,-0.6641625702461664,3.2335125448028705,4.176267281105986,5.067050691244241,10.316862170087974,2011-01-01,2023-12-31
23:59,B0_yearsafe_doy_climatology,baseline,official_rows_only,4747,2.0967903848219205,2.623929808661223,1.7795698924731163,-0.6041323209381382,3.2763613140854284,4.249938172043008,5.178235130649883,11.334475806451612,2011-01-01,2023-12-31
23:59,B3_grouped_residual_shrinkage,baseline,all_rows,4747,0.9216066007226759,1.1826760995241477,0.7372210878929693,0.012704769322469249,1.477812449139664,1.9641225406986251,2.3954636051070834,4.403362920320813,2011-01-01,2023-12-31
23:59,B2_monthly_residual_shrinkage,baseline,all_rows,4747,0.9238039137951718,1.1856350109952931,0.7367567041384575,0.02158122117397916,1.4911231513664553,1.977063992082117,2.3970529778294605,4.477271480197654,2011-01-01,2023-12-31
23:59,B1_raw_official_latest,baseline,all_rows,4747,0.9274910469770383,1.1915190793489194,0.7000000000000028,-0.12285654097324625,1.5,2.0,2.3999999999999986,4.5,2011-01-01,2023-12-31
